DATE,Site Name,Site #,Duplicate site? (Y/N),JD,CJD,MO,DAY,YR,TIME,Q (cfs),Staff Gage (ft),TEMP (?C),COND (microS/cm),DO (mg/L),PH,PSAT (%),TP (microg/L),PO4 (microg/L),NH4 (microg/L),NO2 (microg/L),NO3+NO2 (microg/L),TN (microg/L),SiO2 (microg/L),TSS (mg/L),Turbidity (NTU),Notes
16-Apr-02,Sprague R @ Lone Pine,SR0080,NA,106,471,4,16,2002,1230,1390,4.7,7.68,55.8,9.5,7.08,93.8,123,42,28,NA,57,671,NA,NA,NA,NA
16-Apr-02,Sprague R @ Power Plant,SR0090,NA,106,471,4,16,2002,900,1020,NA,8.91,65.3,9.57,7.15,97.7,89,39,22,NA,25,516,NA,NA,NA,NA
23-Apr-02,NF Sprague @ 3411 Rd,SR0040,NA,113,478,4,23,2002,1126,169,1.61,4.12,35.6,12.17,7.53,108.3,40,30,11,NA,4,174,NA,NA,NA,NA
23-Apr-02,SF Sprague @ Picnic Area,SR0050,NA,113,478,4,23,2002,934,157,NA,4.5,52.3,11.84,7.42,106.3,36,23,16,NA,10,208,NA,NA,NA,NA
23-Apr-02,Sprague R @ Godowa Rd,SR0060,NA,113,478,4,23,2002,1440,660,NA,12.52,63.3,11.01,8.35,119.8,57,33,51,NA,13,324,NA,NA,NA,NA
23-Apr-02,Sycan R @ Drews Rd,SR0070,NA,113,478,4,23,2002,1300,238,NA,12.94,57.9,9.88,7.66,108.7,42,19,24,NA,11,544,NA,NA,NA,NA
24-Apr-02,Sprague R @ Lone Pine,SR0080,NA,114,479,4,24,2002,1315,888,3.48,12.23,75.8,10.44,7.42,112.8,62,29,42,NA,17,423,NA,NA,NA,NA
24-Apr-02,Sprague R @ Power Plant,SR0090,NA,114,479,4,24,2002,950,820,NA,10.96,78.5,9.8,7.31,108.5,65,32,NA,NA,11,461,NA,NA,NA,NA
07-May-02,NF Sprague @ 3411 Rd,SR0040,NA,127,492,5,7,2002,1130,239,1.85,3.6,32.5,12.75,7.42,111.5,31,27,15,NA,10,153,NA,NA,NA,NA
07-May-02,SF Sprague @ Picnic Area,SR0050,NA,127,492,5,7,2002,933,206,NA,4,48.1,11.54,7.35,103.1,36,20,15,NA,10,187,NA,NA,NA,NA
07-May-02,Sycan R @ Drews Rd,SR0070,NA,127,492,5,7,2002,1310,236,NA,12.26,56.4,10.12,7.76,110.6,33,16,17,NA,11,530,NA,NA,NA,NA
08-May-02,Sprague R @ Godowa Rd,SR0060,NA,128,493,5,8,2002,925,715,NA,8.99,62.9,10.69,7.52,108.7,51,32,21,NA,12,282,NA,NA,NA,NA
08-May-02,Sprague R @ Lone Pine,SR0080,NA,128,493,5,8,2002,1120,984,3.78,10.59,70.2,9.86,7.51,101.3,55,31,20,NA,12,427,NA,NA,NA,NA
08-May-02,Sprague R @ Power Plant,SR0090,NA,128,493,5,8,2002,1320,906,NA,11.99,75.4,10.48,7.65,110.6,67,32,29,NA,14,491,NA,NA,NA,NA
21-May-02,NF Sprague @ 3411 Rd,SR0040,NA,141,506,5,21,2002,1109,183,1.64,5.68,35.3,11.18,7.48,104.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May-02,SF Sprague @ Picnic Area,SR0050,NA,141,506,5,21,2002,948,126,NA,5.95,50.9,11.35,7.56,107.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21-May-02,Sprague R @ Godowa Rd,SR0060,NA,141,506,5,21,2002,1400,486,NA,11.72,72.7,10.9,8.38,117.4,47,32,13,NA,4,264,NA,NA,NA,NA
21-May-02,Sycan R @ Drews Rd,SR0070,NA,141,506,5,21,2002,1240,144,NA,11.73,65.2,10.32,8.22,111.9,29,14,3,NA,4,408,NA,NA,NA,NA
22-May-02,Sprague R @ Lone Pine,SR0080,NA,142,507,5,22,2002,900,628,2.83,10.51,81.4,9.74,7.64,105.6,51,31,NA,NA,4,339,NA,NA,NA,NA
22-May-02,Sprague R @ Power Plant,SR0090,NA,142,507,5,22,2002,1130,516,NA,12.51,85.2,10.75,8.09,118.2,54,33,3,NA,4,439,NA,NA,NA,NA
11-Jun-02,NF Sprague @ 3411 Rd,SR0040,NA,162,527,6,11,2002,1040,90,1.11,8.5,41.8,NA,7.81,NA,38,31,3,NA,4,125,NA,NA,NA,NA
11-Jun-02,SF Sprague @ Picnic Area,SR0050,NA,162,527,6,11,2002,936,46.9,NA,8.58,61.5,NA,7.8,NA,32,23,3,NA,4,140,NA,NA,NA,NA
11-Jun-02,Sprague R @ Godowa Rd,SR0060,NA,162,527,6,11,2002,1310,258,NA,16.47,96.4,NA,8.8,NA,55,41,3,NA,4,263,NA,NA,NA,NA
11-Jun-02,Sycan R @ Drews Rd,SR0070,NA,162,527,6,11,2002,1210,39.9,NA,16.68,91.6,NA,8.81,NA,36,25,3,NA,12,373,NA,NA,NA,NA
12-Jun-02,Sprague R @ Lone Pine,SR0080,NA,163,528,6,12,2002,1110,254,1.83,17.45,108.9,8.44,8.47,102.8,55,37,3,NA,4,366,NA,NA,NA,NA
12-Jun-02,Sprague R @ Power Plant,SR0090,NA,163,528,6,12,2002,900,260,NA,16.05,103.1,9.03,8.67,106.5,58,42,3,NA,4,307,NA,NA,NA,NA
24-Jun-02,NF Sprague @ 3411 Rd,SR0040,NA,175,540,6,24,2002,1115,65.52,0.88,12.02,51.1,9.74,7.64,105.2,45,36,10,NA,12,50,NA,NA,NA,NA
24-Jun-02,SF Sprague @ Picnic Area,SR0050,NA,175,540,6,24,2002,1000,30.24,NA,14.66,79.5,8.9,7.65,101.9,38,28,3,NA,11,127,NA,NA,NA,NA
24-Jun-02,Sprague R @ Godowa Rd,SR0060,NA,175,540,6,24,2002,1350,180.97,NA,21.57,124.3,9.2,8.31,121.8,72,46,3,NA,14,306,NA,NA,NA,NA
24-Jun-02,Sycan R @ Drews Rd,SR0070,NA,175,540,6,24,2002,1250,26.27,NA,22.14,106.5,10.05,8.72,144.3,43,28,3,NA,18,345,NA,NA,NA,NA
25-Jun-02,Sprague R @ Lone Pine,SR0080,NA,176,541,6,25,2002,1110,198.23,1.61,22.95,133.3,7.36,8.47,99.9,65,44,12,NA,12,362,NA,NA,NA,NA
25-Jun-02,Sprague R @ Power Plant,SR0090,NA,176,541,6,25,2002,903,186.19,NA,21.05,124.1,8.02,8.57,104.5,67,50,3,NA,10,401,NA,NA,NA,NA
10-Jul-02,NF Sprague @ 3411 Rd,SR0040,NA,191,556,7,10,2002,1040,53.27,0.75,11.82,54.8,10.1,7.69,108.8,49,42,17,NA,19,50,NA,NA,NA,NA
10-Jul-02,SF Sprague @ Picnic Area,SR0050,NA,191,556,7,10,2002,927,16.52,NA,16.43,90.8,8.14,7.61,97.1,40,31,14,NA,11,50,NA,NA,NA,NA
10-Jul-02,Sprague R @ Godowa Rd,SR0060,NA,191,556,7,10,2002,1305,135.28,NA,22.38,113.7,9.43,8.51,126.5,73,46,NA,NA,4,122,NA,NA,NA,NA
10-Jul-02,Sycan R @ Drews Rd,SR0070,NA,191,556,7,10,2002,1201,15.37,NA,21.81,119.8,10.21,8.8,135,49,33,15,NA,49,267,NA,NA,NA,NA
11-Jul-02,Sprague R @ Lone Pine,SR0080,NA,192,557,7,11,2002,1225,110.97,1.04,25.07,131.9,8.13,9.01,114.7,48,29,3,NA,4,283,NA,NA,NA,NA
11-Jul-02,Sprague R @ Power Plant,SR0090,NA,192,557,7,11,2002,1043,129.63,NA,22.93,120.1,8.94,9,120.6,65,46,11,NA,4,270,NA,NA,NA,NA
24-Jul-02,NF Sprague @ 3411 Rd,SR0040,NA,205,570,7,24,2002,1104,45.46,0.71,11.21,53.7,9.98,7.88,105.6,48,38,3,NA,4,109,NA,NA,NA,NA
24-Jul-02,SF Sprague @ Picnic Area,SR0050,NA,205,570,7,24,2002,957,13.27,NA,15.58,91.5,8.97,7.96,104.6,32,27,3,NA,4,158,NA,NA,NA,NA
24-Jul-02,Sycan R @ Drews Rd,SR0070,NA,205,570,7,24,2002,1229,16.98,NA,20.16,118.2,10.46,9.01,134.3,43,32,3,NA,16,282,NA,NA,NA,NA
25-Jul-02,Sprague R @ Godowa Rd,SR0060,NA,206,571,7,25,2002,932,158.79,NA,17.02,117.2,7.67,8.01,92.3,70,44,3,NA,4,229,NA,NA,NA,NA
25-Jul-02,Sprague R @ Lone Pine,SR0080,NA,206,571,7,25,2002,1129,115.57,1.02,21.74,142.6,7.87,8.66,104,53,36,3,NA,4,361,NA,NA,NA,NA
25-Jul-02,Sprague R @ Power Plant,SR0090,NA,206,571,7,25,2002,1245,137.59,NA,22.5,138.5,9.55,9.15,127.7,55,36,3,NA,4,372,NA,NA,NA,NA
06-Aug-02,Sprague R @ Lone Pine,SR0080,NA,218,583,8,6,2002,825,90.1,0.86,15.17,136.1,6.25,9,72.7,42,26,20,NA,13,451,NA,NA,NA,NA
06-Aug-02,Sprague R @ Power Plant,SR0090,NA,218,583,8,6,2002,933,104.34,NA,13.86,112,9.57,9.22,107.8,49,34,NA,NA,11,NA,NA,NA,NA,NA
07-Aug-02,NF Sprague @ 3411 Rd,SR0040,NA,219,584,8,7,2002,1100,43.84,0.7,8.11,57.3,10.79,7.86,105.9,50,38,12,NA,17,50,NA,NA,NA,NA
07-Aug-02,SF Sprague @ Picnic Area,SR0050,NA,219,584,8,7,2002,952,13.13,NA,11.02,98.7,10.1,7.93,106.3,25,18,3,NA,10,NA,NA,NA,NA,NA
07-Aug-02,Sycan R @ Drews Rd,SR0070,NA,219,584,8,7,2002,1231,17.56,NA,16.08,119.8,10.7,8.99,125.6,35,27,15,NA,24,259,NA,NA,NA,NA
20-Aug-02,NF Sprague @ 3411 Rd,SR0040,NA,232,597,8,20,2002,1050,40.02,0.68,8.83,52.7,10.38,8.09,104.9,52,38,3,NA,4,50,NA,NA,NA,NA
20-Aug-02,SF Sprague @ Picnic Area,SR0050,NA,232,597,8,20,2002,944,10.79,NA,12.44,94.1,9.64,7.95,105.4,26,18,3,NA,4,113,NA,NA,NA,NA
20-Aug-02,Sycan R @ Drews Rd,SR0070,NA,232,597,8,20,2002,1241,11.18,NA,16.78,112.8,9.68,8.93,116.8,55,32,3,NA,22,NA,NA,NA,NA,NA
21-Aug-02,Sprague R @ Lone Pine,SR0080,NA,233,598,8,21,2002,1415,76.69,0.78,17.72,140.7,10.04,8.99,123.1,50,28,3,NA,4,345,NA,NA,NA,NA
21-Aug-02,Sprague R @ Power Plant,SR0090,NA,233,598,8,21,2002,1513,124.4,NA,19.17,122,10.29,9.3,130.1,51,33,3,NA,4,360,NA,NA,NA,NA
04-Sep-02,Sprague R @ Lone Pine,SR0080,NA,247,612,9,4,2002,1145,94.63,0.86,18.55,142.3,7.93,8.77,99.2,58,39,25,NA,4,643,NA,NA,NA,NA
04-Sep-02,Sprague R @ Power Plant,SR0090,NA,247,612,9,4,2002,1255,109.76,NA,18.81,120.7,9.33,8.94,117,56,40,24,NA,4,NA,NA,NA,NA,NA
05-Sep-02,NF Sprague @ 3411 Rd,SR0040,NA,248,613,9,5,2002,1110,39.72,0.66,8.51,42,10.79,7.85,108,51,45,11,NA,4,50,NA,NA,NA,NA
05-Sep-02,SF Sprague @ Picnic Area,SR0050,NA,248,613,9,5,2002,1005,10.55,NA,12.48,98.9,9.87,7.84,108.4,26,26,17,NA,4,115,NA,NA,NA,NA
05-Sep-02,Sprague R @ Godowa Rd,SR0060,NA,248,613,9,5,2002,1310,119.35,NA,17.07,116.4,10.11,8.45,122.6,60,45,13,NA,NA,237,NA,NA,NA,NA
05-Sep-02,Sycan R @ Drews Rd,SR0070,NA,248,613,9,5,2002,1225,12.98,NA,15.69,114.6,11.17,8.72,131.4,50,39,15,NA,4,412,NA,NA,NA,NA
17-Sep-02,NF Sprague @ 3411 Rd,SR0040,NA,260,625,9,17,2002,1110,43.34,0.66,9.02,54,NA,7.81,78.1,52,51,12,NA,4,161,NA,NA,NA,NA
17-Sep-02,SF Sprague @ Picnic Area,SR0050,NA,260,625,9,17,2002,1000,10.64,NA,12.74,97.8,6.95,7.88,76.9,27,27,26,NA,4,171,NA,NA,NA,NA
17-Sep-02,Sprague R @ Godowa Rd,SR0060,NA,260,625,9,17,2002,1310,142.11,NA,14.89,116.6,6.65,8.38,77.1,56,47,16,NA,4,212,NA,NA,NA,NA
17-Sep-02,Sycan R @ Drews Rd,SR0070,NA,260,625,9,17,2002,1230,10.09,NA,14.47,122,NA,8.54,80.3,64,51,26,NA,33,416,NA,NA,NA,NA
18-Sep-02,Sprague R @ Lone Pine,SR0080,NA,261,626,9,18,2002,950,98.2,0.87,14.33,143.5,7.45,8.65,84.4,51,40,13,NA,4,506,NA,NA,NA,NA
18-Sep-02,Sprague R @ Power Plant,SR0090,NA,261,626,9,18,2002,1115,138.51,NA,13.89,131.2,8.85,8.57,99.4,50,41,NA,NA,4,264,NA,NA,NA,NA
02-Oct-02,sprague r @ lone Pine,SR0080,NA,275,640,10,2,2002,1054,145.67,1.09,7.97,140.4,9.26,8.45,90.8,46,29,11,NA,4,287,NA,NA,NA,NA
02-Oct-02,Sprague R @ Power Plant,SR0090,NA,275,640,10,2,2002,1210,196.49,NA,9.01,129.2,9.74,8.61,97.8,48,34,NA,NA,4,327,NA,NA,NA,NA
03-Oct-02,NF Sprague @ 3411 Rd,SR0040,NA,276,641,10,3,2002,1100,43,0.65,4.88,52.5,10.95,7.83,99.3,52,42,3,NA,14,50,NA,NA,NA,NA
03-Oct-02,SF Sprague @ Picnic Area,SR0050,NA,276,641,10,3,2002,950,11.24,NA,4.88,91.7,10.81,7.87,98,30,22,3,NA,4,50,NA,NA,NA,NA
03-Oct-02,Sycan R @ Drews Rd,SR0070,NA,276,641,10,3,2002,1220,17.7,NA,9.05,117.4,10.86,8.61,109.5,49,38,3,NA,56,280,NA,NA,NA,NA
15-Oct-02,NF Sprague @ 3411 Rd,SR0040,NA,288,653,10,15,2002,1045,37.97,0.65,3.82,53.3,11.33,7.73,100.4,53,46,3,NA,13,50,NA,NA,NA,NA
15-Oct-02,SF Sprague @ Picnic Area,SR0050,NA,288,653,10,15,2002,936,11.22,NA,4.12,93.8,10.82,7.79,96.3,35,24,3,NA,4,50,NA,NA,NA,NA
15-Oct-02,Sprague R @ Godowa Rd,SR0060,NA,288,653,10,15,2002,1327,186.39,NA,11.8,90.9,10.01,8.42,107.7,54,42,19,NA,18,148,NA,NA,NA,NA
15-Oct-02,Sycan R @ Drews Rd,SR0070,NA,288,653,10,15,2002,1208,20.5,NA,8.45,125.2,9.91,7.97,98.5,59,43,30,NA,46,257,NA,NA,NA,NA
17-Oct-02,Sprague R @ Lone Pine,SR0080,NA,290,655,10,17,2002,1105,194.37,1.25,9.07,113.9,9.09,7.9,92.1,44,29,3,NA,4,173,NA,NA,NA,NA
17-Oct-02,Sprague R @ Power Plant,SR0090,NA,290,655,10,17,2002,915,203.5,NA,7.86,112.3,9.44,7.72,92.7,48,31,14,NA,11,225,NA,NA,NA,NA
29-Oct-02,NF Sprague @ 3411 Rd,SR0040,NA,302,667,10,29,2002,1105,35.98,0.64,3.12,53.3,11.35,7.66,99,55,47,3,NA,4,50,NA,NA,NA,NA
29-Oct-02,SF Sprague @ Picnic Area,SR0050,NA,302,667,10,29,2002,950,9.15,NA,1.51,93,11.92,7.76,99.5,36,27,3,NA,4,50,NA,NA,NA,NA
29-Oct-02,Sprague R @ Godowa Rd,SR0060,NA,302,667,10,29,2002,1330,199.05,NA,9.2,89.5,10.22,8.42,104,54,41,3,NA,13,124,NA,NA,NA,NA
29-Oct-02,Sycan R @ Drews Rd,SR0070,NA,302,667,10,29,2002,1235,20.75,NA,6.44,127.3,11.04,8.11,105.3,66,53,3,NA,20,224,NA,NA,NA,NA
30-Oct-02,Sprague R @ Lone Pine,SR0080,NA,303,668,10,30,2002,1240,210.78,1.34,3.8,107.1,11.57,7.95,102.3,48,32,3,NA,4,177,NA,NA,NA,NA
30-Oct-02,Sprague R @ Power Plant,SR0090,NA,303,668,10,30,2002,1005,220.02,NA,3.28,107.1,11.31,7.81,98.7,50,34,3,NA,4,148,NA,NA,NA,NA
12-Nov-02,NF Sprague @ 3411 Rd,SR0040,NA,316,681,11,12,2002,1050,39.42,0.67,4.6,52.6,10.59,7.78,95.6,60,48,15,NA,4,50,NA,NA,NA,NA
12-Nov-02,SF Sprague @ Picnic Area,SR0050,NA,316,681,11,12,2002,940,12.04,NA,4.52,90.5,11,7.72,99.2,41,30,NA,NA,4,NA,NA,NA,NA,NA
12-Nov-02,Sycan R @ Drews Rd,SR0070,NA,316,681,11,12,2002,1220,25.1,NA,6.52,136,9.65,7.79,91.7,83,59,23,NA,22,328,NA,NA,NA,NA
12-Nov-02,Sprague R @ Lone Pine,SR0080,NA,316,681,11,12,2002,1335,238.02,1.44,5.5,117.1,10.15,8,93.7,56,41,3,NA,4,208,NA,NA,NA,NA
13-Nov-02,Sprague R @ Godowa Rd,SR0060,NA,317,682,11,13,2002,1245,194.71,NA,8.67,92.6,10.18,8.24,100.7,68,44,21,NA,18,165,NA,NA,NA,NA
13-Nov-02,Sprague R @ Power Plant,SR0090,NA,317,682,11,13,2002,950,250.46,NA,5.05,113.9,10.74,7.52,97.3,57,39,26,NA,4,219,NA,NA,NA,NA
25-Nov-02,NF Sprague @ 3411 Rd,SR0040,NA,329,694,11,25,2002,1110,32.68,0.57,1.43,51.2,11.81,7.74,96.4,58,46,NA,NA,12,50,NA,NA,NA,NA
25-Nov-02,SF Sprague @ Picnic Area,SR0050,NA,329,694,11,25,2002,1000,7.56,NA,-0.14,87.2,12.68,7.68,99.1,40,30,42,NA,4,122,NA,NA,NA,NA
25-Nov-02,Sycan R @ Drews Rd,SR0070,NA,329,694,11,25,2002,1230,22.58,NA,4.68,130.2,10.4,7.76,92.9,76,53,13,NA,29,295,NA,NA,NA,NA
26-Nov-02,Sprague R @ Godowa Rd,SR0060,NA,330,695,11,26,2002,1100,171.01,NA,5.91,93,11.12,7.88,102.4,64,44,17,NA,27,245,NA,NA,NA,NA
26-Nov-02,Sprague R @ Lone Pine,SR0080,NA,330,695,11,26,2002,1429,224.29,1.35,2.53,110.1,12,7.9,101.1,56,41,17,NA,4,176,NA,NA,NA,NA
26-Nov-02,Sprague R @ Power Plant,SR0090,NA,330,695,11,26,2002,955,227.1,NA,2.15,106.7,11.65,7.49,97.1,57,41,17,NA,4,246,NA,NA,NA,NA
09-Dec-02,NF Sprague @ 3411 Rd,SR0040,NA,343,708,12,9,2002,1053,38.01,0.64,2.93,50.5,11.44,7.78,98.9,58,53,NA,NA,19,50,NA,NA,NA,NA
09-Dec-02,Sprague R @ Godowa Rd,SR0060,NA,343,708,12,9,2002,1315,186,NA,6.46,85.5,10.63,8.22,100.6,62,45,10,NA,43,245,NA,NA,NA,NA
09-Dec-02,Sycan R @ Drews Rd,SR0070,NA,343,708,12,9,2002,1219,23.49,NA,3.01,130.7,10.9,7.82,94.7,85,60,11,NA,45,295,NA,NA,NA,NA
10-Dec-02,Sprague R @ Lone Pine,SR0080,NA,344,709,12,10,2002,1055,227.35,1.37,2.3,100.8,11.5,7.31,97.6,50,35,3,NA,10,NA,NA,NA,NA,NA
10-Dec-02,Sprague R @ Power Plant,SR0090,NA,344,709,12,10,2002,910,223.8,NA,2.14,97.7,11.28,7.66,95.3,52,39,3,NA,4,246,NA,NA,NA,NA
17-Dec-02,NF Sprague @ 3411 Rd,SR0040,NA,351,716,12,17,2002,1116,30.28,0.59,3.04,53.4,11.31,7.83,99.8,50,48,3,NA,10,50,NA,NA,NA,NA
17-Dec-02,SF Sprague @ Picnic Area,SR0050,NA,351,716,12,17,2002,1011,12.37,NA,0.79,84.6,11.69,7.75,97.1,34,33,3,NA,4,50,NA,NA,NA,NA
17-Dec-02,Sprague R @ Godowa Rd,SR0060,NA,351,716,12,17,2002,1335,226.53,NA,6.59,93.6,10.24,8.36,99.6,54,47,14,NA,45,273,NA,NA,NA,NA
17-Dec-02,Sycan R @ Drews Rd,SR0070,NA,351,716,12,17,2002,1339,28.74,NA,3.84,135,10.58,7.78,95.8,59,58,12,NA,29,476,NA,NA,NA,NA
19-Dec-02,Sprague R @ Lone Pine,SR0080,NA,353,718,12,19,2002,1245,259.66,1.48,1.25,121,11.58,7.21,96.3,54,46,11,NA,15,263,NA,NA,NA,NA
19-Dec-02,Sprague R @ Power Plant,SR0090,NA,353,718,12,19,2002,1020,277.23,NA,1.66,115.7,11.09,7.76,93.4,55,49,12,NA,8,216,NA,NA,NA,NA
30-Dec-02,Sprague R @ Godowa Rd,SR0060,NA,364,729,12,30,2002,954,325,NA,4.19,83.1,10.64,7.62,95.6,113,53,46,NA,114,543,NA,NA,NA,NA
30-Dec-02,Sprague R @ Lone Pine,SR0080,NA,364,729,12,30,2002,1238,863,3.3,1.41,127.9,10.6,7.48,88.7,186,103,48,NA,114,801,NA,NA,NA,NA
31-Dec-02,Sprague R @ Power Plant,SR0090,NA,365,730,12,31,2002,1101,647,NA,1.42,127.4,11.56,7.6,97.6,161,113,37,NA,92,676,NA,NA,NA,NA
07-Jan-03,NF Sprague @ 3411 Rd,SR0040,NA,7,737,1,7,2003,1009,38.47,0.65,1.37,50.7,12.08,7.59,99.5,58,47,3,NA,22,50,NA,NA,NA,NA
07-Jan-03,Sprague R @ Godowa Rd,SR0060,NA,7,737,1,7,2003,1223,241.4,NA,5.89,87,10.47,8.16,96.6,65,44,3,NA,51,256,NA,NA,NA,NA
07-Jan-03,Sycan R @ Drews Rd,SR0070,NA,7,737,1,7,2003,1124,29.09,NA,1.77,104,10.74,7.7,89.3,61,39,3,NA,39,196,NA,NA,NA,NA
08-Jan-03,Sprague R @ Lone Pine,SR0080,NA,8,738,1,8,2003,1020,290.54,1.65,0.86,125.2,12.07,7.57,98.2,74,47,3,NA,23,224,NA,NA,NA,NA
08-Jan-03,Sprague R @ Power Plant,SR0090,NA,8,738,1,8,2003,1254,307.3,NA,1.86,128.8,11.4,7.69,95.7,79,48,NA,NA,22,NA,NA,NA,NA,NA
14-Jan-03,NF Sprague @ 3411 Rd,SR0040,NA,14,744,1,14,2003,1105,51.21,0.79,3.78,48.3,10.56,7.87,93.1,63,44,3,NA,17,124,NA,NA,NA,NA
14-Jan-03,SF Sprague @ Picnic Area,SR0050,NA,14,744,1,14,2003,1000,63,NA,3.66,67.2,11.16,7.86,97.8,145,37,15,NA,38,714,NA,NA,NA,NA
14-Jan-03,Sprague R @ Godowa Rd,SR0060,NA,14,744,1,14,2003,1301,503.09,NA,6.57,92.4,9.31,7.68,87.5,105,45,21,NA,57,541,NA,NA,NA,NA
16-Jan-03,Sprague R @ Lone Pine,SR0080,NA,16,746,1,16,2003,1038,1099.17,4.21,3.48,90.3,11.56,7.6,96.6,160,32,74,NA,60,793,NA,NA,NA,NA
16-Jan-03,Sprague R @ Power Plant,SR0090,NA,16,746,1,16,2003,1305,774.2,NA,4.74,118.8,10.84,7.37,97,133,60,37,NA,52,718,NA,NA,NA,NA
22-Jan-03,NF Sprague @ 3411 Rd,SR0040,NA,22,752,1,22,2003,1108,42.87,0.7,4.48,51.7,11.11,7.74,100.1,59,48,21,NA,19,102,NA,NA,NA,NA
22-Jan-03,SF Sprague @ Picnic Area,SR0050,NA,22,752,1,22,2003,1005,21.03,NA,3.22,81.4,11.31,7.82,98.1,44,29,17,NA,14,131,NA,NA,NA,NA
22-Jan-03,Sprague R @ Godowa Rd,SR0060,NA,22,752,1,22,2003,1325,250.69,NA,8.4,93.9,10.31,7.99,101.9,65,47,19,NA,50,371,NA,NA,NA,NA
22-Jan-03,Sycan R @ Drews Rd,SR0070,NA,22,752,1,22,2003,1231,95.48,NA,2.91,71.1,11.78,7.65,102.6,60,27,NA,NA,36,556,NA,NA,NA,NA
23-Jan-03,Sprague R @ Lone Pine,SR0080,NA,23,753,1,23,2003,1240,371.14,1.96,5.49,114.4,10.3,7.15,94.2,68,41,27,NA,46,367,NA,NA,NA,NA
23-Jan-03,Sprague R @ Power Plant,SR0090,NA,23,753,1,23,2003,1000,365.31,NA,4.77,110.6,10.5,7.46,94.4,74,45,18,NA,NA,385,NA,NA,NA,NA
28-Jan-03,NF Sprague @ 3411 Rd,SR0040,NA,28,758,1,28,2003,1110,81.26,1,1.91,44,11.91,7.6,99.6,62,38,3,NA,37,205,NA,NA,NA,NA
28-Jan-03,SF Sprague @ Picnic Area,SR0050,NA,28,758,1,28,2003,953,83.33,NA,1.73,60.6,11.55,7.46,96.1,72,30,13,NA,78,369,NA,NA,NA,NA
28-Jan-03,Sprague R @ Godowa Rd,SR0060,NA,28,758,1,28,2003,1355,826.49,NA,5.07,78.4,9.57,7.62,86.6,135,45,46,NA,87,664,NA,NA,NA,NA
28-Jan-03,Sycan R @ Drews Rd,SR0070,NA,28,758,1,28,2003,1237,381.73,NA,2.98,43.5,11.24,7.43,96.3,81,20,NA,NA,43,604,NA,NA,NA,NA
30-Jan-03,Sprague R @ Lone Pine,SR0080,NA,30,760,1,30,2003,1235,962.27,3.75,4.76,89.8,10.11,7.33,90.4,95,42,NA,NA,44,527,NA,NA,NA,NA
30-Jan-03,Sprague R @ Power Plant,SR0090,NA,30,760,1,30,2003,938,946.63,NA,5.26,91.5,10.03,7.39,91.4,114,47,35,NA,45,640,NA,NA,NA,NA
05-Feb-03,NF Sprague @ 3411 Rd,SR0040,NA,36,766,2,5,2003,1112,47.85,1,0.68,48.5,11.37,7.6,91.9,51,39,3,NA,20,182,NA,NA,NA,NA
05-Feb-03,SF Sprague @ Picnic Area,SR0050,NA,36,766,2,5,2003,950,27.69,NA,-0.2,64.5,11.93,7.79,94.4,42,24,3,NA,31,204,NA,NA,NA,NA
05-Feb-03,Sprague R @ Godowa Rd,SR0060,NA,36,766,2,5,2003,1335,331.15,NA,5.54,82.2,10.89,7.96,99,59,39,3,NA,47,350,NA,NA,NA,NA
05-Feb-03,Sycan R @ Drews Rd,SR0070,NA,36,766,2,5,2003,1239,122.96,NA,1.34,61.4,11.02,7.7,91.2,50,20,3,NA,20,607,NA,NA,NA,NA
06-Feb-03,Sprague R @ Lone Pine,SR0080,NA,37,767,2,6,2003,1233,471.99,2.4,1.81,92.5,11.24,7.56,93.6,64,38,3,NA,21,424,NA,NA,NA,NA
06-Feb-03,Sprague R @ Power Plant,SR0090,NA,37,767,2,6,2003,930,513.52,NA,1.82,92.6,11.43,7.56,95.1,71,42,3,NA,24,475,NA,NA,NA,NA
19-Feb-03,NF Sprague @ 3411 Rd,SR0040,NA,50,780,2,19,2003,1100,53.6,0.8,2.8,48.2,11.94,7.83,103.4,49,37,3,NA,14,149,NA,NA,NA,NA
19-Feb-03,SF Sprague @ Picnic Area,SR0050,NA,50,780,2,19,2003,952,36.39,NA,1.98,67.7,12.28,7.77,104,39,24,11,NA,21,NA,NA,NA,NA,NA
19-Feb-03,Sprague R @ Godowa Rd,SR0060,NA,50,780,2,19,2003,1327,357,NA,7.45,86.9,10.84,8.22,105.2,64,41,31,NA,36,378,NA,NA,NA,NA
19-Feb-03,Sycan R @ Drews Rd,SR0070,NA,50,780,2,19,2003,1227,110.15,NA,4.01,78.2,11.11,7.81,99.5,55,32,24,NA,28,569,NA,NA,NA,NA
20-Feb-03,Sprague R @ Lone Pine,SR0080,NA,51,781,2,20,2003,1315,464.79,2.32,5.27,107.7,10.5,7.73,96.2,70,45,13,NA,20,452,NA,NA,NA,NA
20-Feb-03,Sprague R @ Power Plant,SR0090,NA,51,781,2,20,2003,945,478.8,NA,4.91,112.7,10.43,7.53,94.4,80,55,15,NA,NA,502,NA,NA,NA,NA
03-Mar-03,Sprague R @ Lone Pine,SR0080,NA,62,792,3,3,2003,1350,327.59,1.8,6.2,105.8,11.27,7.81,106.8,52,34,3,NA,4,305,NA,NA,NA,NA
